time_since_last_foreground,sync_freq_ratio,within_typical_active_hours,cpu_pct_relative,app_category,label
8700,0.41,true,0.31,browser,idle_likely
19500,0.19,false,0.10,cloud_sync,background_unused
55,1.00,true,1.25,browser,active_needed
12000,0.23,false,0.11,browser,background_unused
26500,0.08,false,0.05,communication,background_unused
6000,0.34,true,0.23,system_utility,idle_likely
15200,0.15,false,0.06,browser,background_unused
140,1.05,true,1.35,communication,active_needed
33500,0.08,false,0.05,browser,background_unused
44500,0.03,false,0.02,communication,background_unused
8300,0.44,true,0.33,browser,idle_likely
18800,0.16,false,0.08,cloud_sync,background_unused
95,1.12,true,1.45,browser,active_needed
12200,0.25,false,0.13,browser,background_unused
27200,0.05,false,0.04,communication,background_unused
6300,0.31,true,0.25,system_utility,idle_likely
15800,0.17,false,0.08,browser,background_unused
200,1.15,true,1.42,communication,active_needed
34500,0.09,false,0.06,browser,background_unused
46500,0.02,false,0.01,communication,background_unused
9100,0.46,true,0.28,browser,idle_likely
18200,0.18,false,0.09,cloud_sync,background_unused
40,1.22,true,1.55,browser,active_needed
11200,0.27,false,0.16,browser,background_unused
25200,0.06,false,0.03,communication,background_unused
6700,0.37,true,0.28,system_utility,idle_likely
14200,0.12,false,0.08,browser,background_unused
105,0.90,true,1.15,communication,active_needed
32200,0.06,false,0.03,browser,background_unused
43200,0.05,false,0.02,communication,background_unused
8600,0.42,true,0.32,browser,idle_likely
19200,0.20,false,0.11,cloud_sync,background_unused
65,1.02,true,1.22,browser,active_needed
12100,0.22,false,0.12,browser,background_unused
26200,0.09,false,0.06,communication,background_unused
6100,0.33,true,0.22,system_utility,idle_likely
15100,0.14,false,0.05,browser,background_unused
130,1.08,true,1.38,communication,active_needed
33200,0.07,false,0.04,browser,background_unused
44200,0.04,false,0.01,communication,background_unused
8200,0.43,true,0.34,browser,idle_likely
18600,0.15,false,0.07,cloud_sync,background_unused
70,1.18,true,1.48,browser,active_needed
12400,0.24,false,0.14,browser,background_unused
27400,0.05,false,0.03,communication,background_unused
6400,0.32,true,0.27,system_utility,idle_likely
15600,0.18,false,0.09,browser,background_unused
220,1.12,true,1.40,communication,active_needed
34200,0.10,false,0.05,browser,background_unused
46200,0.03,false,0.02,communication,background_unused
9200,0.45,true,0.27,browser,idle_likely
18400,0.19,false,0.10,cloud_sync,background_unused
45,1.20,true,1.52,browser,active_needed
11400,0.28,false,0.15,browser,background_unused
25400,0.07,false,0.04,communication,background_unused
6500,0.35,true,0.26,system_utility,idle_likely
14400,0.13,false,0.07,browser,background_unused
115,0.94,true,1.12,communication,active_needed
32400,0.08,false,0.04,browser,background_unused
43400,0.04,false,0.03,communication,background_unused
8800,0.40,true,0.30,browser,idle_likely
19400,0.21,false,0.12,cloud_sync,background_unused
50,1.04,true,1.28,browser,active_needed
12300,0.21,false,0.13,browser,background_unused
26300,0.08,false,0.05,communication,background_unused
6200,0.34,true,0.24,system_utility,idle_likely
15300,0.15,false,0.06,browser,background_unused
150,1.02,true,1.32,communication,active_needed
33300,0.08,false,0.05,browser,background_unused
44300,0.03,false,0.02,communication,background_unused
8400,0.42,true,0.32,browser,idle_likely
18700,0.17,false,0.09,cloud_sync,background_unused
90,1.14,true,1.42,browser,active_needed
12150,0.26,false,0.12,browser,background_unused
27150,0.06,false,0.04,communication,background_unused
6150,0.32,true,0.24,system_utility,idle_likely
15450,0.16,false,0.08,browser,background_unused
190,1.12,true,1.45,communication,active_needed
34150,0.09,false,0.06,browser,background_unused
46150,0.02,false,0.02,communication,background_unused
9150,0.44,true,0.29,browser,idle_likely
18150,0.18,false,0.10,cloud_sync,background_unused
30,1.24,true,1.58,browser,active_needed
11150,0.28,false,0.17,browser,background_unused
25150,0.07,false,0.03,communication,background_unused
6650,0.38,true,0.29,system_utility,idle_likely
14150,0.12,false,0.09,browser,background_unused
100,0.92,true,1.12,communication,active_needed
32150,0.07,false,0.03,browser,background_unused
43150,0.05,false,0.01,communication,background_unused
8550,0.41,true,0.33,browser,idle_likely
19150,0.19,false,0.12,cloud_sync,background_unused
60,1.04,true,1.24,browser,active_needed
12050,0.23,false,0.11,browser,background_unused
26050,0.09,false,0.05,communication,background_unused
6050,0.34,true,0.22,system_utility,idle_likely
15050,0.14,false,0.05,browser,background_unused
120,1.06,true,1.36,communication,active_needed
33050,0.08,false,0.04,browser,background_unused
44050,0.04,false,0.02,communication,background_unused
8250,0.43,true,0.35,browser,idle_likely
18550,0.16,false,0.08,cloud_sync,background_unused
75,1.16,true,1.46,browser,active_needed
12350,0.25,false,0.13,browser,background_unused
27350,0.05,false,0.04,communication,background_unused
6350,0.31,true,0.26,system_utility,idle_likely
15750,0.17,false,0.08,browser,background_unused
210,1.14,true,1.40,communication,active_needed
34350,0.09,false,0.05,browser,background_unused
46350,0.02,false,0.01,communication,background_unused
9050,0.46,true,0.28,browser,idle_likely
18350,0.17,false,0.09,cloud_sync,background_unused
42,1.21,true,1.54,browser,active_needed
11350,0.27,false,0.15,browser,background_unused
25350,0.06,false,0.03,communication,background_unused
6450,0.36,true,0.27,system_utility,idle_likely
14350,0.13,false,0.08,browser,background_unused
112,0.91,true,1.14,communication,active_needed
32350,0.06,false,0.04,browser,background_unused
43350,0.04,false,0.02,communication,background_unused
8650,0.42,true,0.31,browser,idle_likely
19350,0.20,false,0.11,cloud_sync,background_unused
48,1.03,true,1.26,browser,active_needed
12250,0.22,false,0.12,browser,background_unused
26250,0.08,false,0.06,communication,background_unused
6150,0.33,true,0.23,system_utility,idle_likely
15250,0.15,false,0.06,browser,background_unused
145,1.01,true,1.34,communication,active_needed
33250,0.07,false,0.04,browser,background_unused
44250,0.03,false,0.01,communication,background_unused
8350,0.43,true,0.33,browser,idle_likely
18650,0.16,false,0.07,cloud_sync,background_unused
85,1.15,true,1.44,browser,active_needed
12120,0.25,false,0.13,browser,background_unused
27120,0.05,false,0.03,communication,background_unused
6120,0.32,true,0.25,system_utility,idle_likely
15520,0.16,false,0.09,browser,background_unused
185,1.13,true,1.41,communication,active_needed
34120,0.10,false,0.05,browser,background_unused
46120,0.03,false,0.02,communication,background_unused
9120,0.45,true,0.27,browser,idle_likely
18120,0.19,false,0.10,cloud_sync,background_unused
32,1.22,true,1.54,browser,active_needed
11120,0.28,false,0.16,browser,background_unused
25120,0.07,false,0.04,communication,background_unused
6620,0.37,true,0.28,system_utility,idle_likely
14120,0.12,false,0.08,browser,background_unused
102,0.93,true,1.13,communication,active_needed
32120,0.08,false,0.04,browser,background_unused
43120,0.04,false,0.02,communication,background_unused
8520,0.40,true,0.31,browser,idle_likely
19120,0.20,false,0.11,cloud_sync,background_unused
58,1.02,true,1.26,browser,active_needed
12020,0.22,false,0.12,browser,background_unused
26020,0.08,false,0.05,communication,background_unused
6020,0.34,true,0.23,system_utility,idle_likely
15020,0.14,false,0.06,browser,background_unused
122,1.04,true,1.34,communication,active_needed
33020,0.08,false,0.05,browser,background_unused
44020,0.03,false,0.02,communication,background_unused
8220,0.42,true,0.33,browser,idle_likely
18520,0.17,false,0.09,cloud_sync,background_unused
72,1.14,true,1.44,browser,active_needed
12320,0.26,false,0.12,browser,background_unused
27320,0.06,false,0.04,communication,background_unused
6320,0.32,true,0.24,system_utility,idle_likely
15720,0.16,false,0.08,browser,background_unused
205,1.12,true,1.43,communication,active_needed
34320,0.09,false,0.06,browser,background_unused
46320,0.02,false,0.02,communication,background_unused
9020,0.44,true,0.29,browser,idle_likely
18320,0.18,false,0.10,cloud_sync,background_unused
44,1.22,true,1.56,browser,active_needed
11320,0.28,false,0.16,browser,background_unused
25320,0.07,false,0.03,communication,background_unused
6420,0.38,true,0.28,system_utility,idle_likely
14320,0.12,false,0.09,browser,background_unused
114,0.92,true,1.12,communication,active_needed
32320,0.07,false,0.03,browser,background_unused
43320,0.05,false,0.01,communication,background_unused
8620,0.41,true,0.32,browser,idle_likely
19320,0.19,false,0.12,cloud_sync,background_unused
46,1.04,true,1.25,browser,active_needed
12220,0.23,false,0.11,browser,background_unused
26220,0.09,false,0.05,communication,background_unused
6120,0.33,true,0.22,system_utility,idle_likely
15220,0.14,false,0.05,browser,background_unused
142,1.03,true,1.35,communication,active_needed
33220,0.08,false,0.04,browser,background_unused
44220,0.04,false,0.02,communication,background_unused
8320,0.43,true,0.34,browser,idle_likely
18620,0.16,false,0.08,cloud_sync,background_unused
82,1.16,true,1.46,browser,active_needed
12110,0.25,false,0.13,browser,background_unused
27110,0.05,false,0.04,communication,background_unused
6110,0.31,true,0.26,system_utility,idle_likely
15510,0.17,false,0.08,browser,background_unused
182,1.14,true,1.40,communication,active_needed
34110,0.09,false,0.05,browser,background_unused
46110,0.02,false,0.01,communication,background_unused
9110,0.46,true,0.28,browser,idle_likely
18110,0.17,false,0.09,cloud_sync,background_unused
34,1.21,true,1.52,browser,active_needed
11110,0.27,false,0.15,browser,background_unused
25110,0.06,false,0.03,communication,background_unused
6610,0.36,true,0.27,system_utility,idle_likely
14110,0.13,false,0.08,browser,background_unused
104,0.91,true,1.14,communication,active_needed
32110,0.06,false,0.04,browser,background_unused
43110,0.04,false,0.02,communication,background_unused
8510,0.42,true,0.31,browser,idle_likely
19110,0.20,false,0.11,cloud_sync,background_unused
56,1.03,true,1.28,browser,active_needed
12010,0.22,false,0.12,browser,background_unused
26010,0.08,false,0.06,communication,background_unused
6010,0.33,true,0.23,system_utility,idle_likely
15010,0.15,false,0.06,browser,background_unused
124,1.01,true,1.32,communication,active_needed
33010,0.07,false,0.04,browser,background_unused
44010,0.03,false,0.01,communication,background_unused
8210,0.43,true,0.33,browser,idle_likely
18510,0.16,false,0.07,cloud_sync,background_unused
74,1.15,true,1.44,browser,active_needed
12310,0.25,false,0.13,browser,background_unused
27310,0.05,false,0.03,communication,background_unused
6310,0.32,true,0.25,system_utility,idle_likely
15710,0.16,false,0.09,browser,background_unused
202,1.13,true,1.41,communication,active_needed
34310,0.10,false,0.05,browser,background_unused
46310,0.03,false,0.02,communication,background_unused
9010,0.45,true,0.27,browser,idle_likely
18310,0.19,false,0.10,cloud_sync,background_unused
42,1.22,true,1.54,browser,active_needed
11310,0.28,false,0.16,browser,background_unused
25310,0.07,false,0.04,communication,background_unused
6410,0.37,true,0.28,system_utility,idle_likely
14310,0.12,false,0.08,browser,background_unused
110,0.93,true,1.13,communication,active_needed
32310,0.08,false,0.04,browser,background_unused
43310,0.04,false,0.02,communication,background_unused
8610,0.40,true,0.31,browser,idle_likely
19310,0.20,false,0.11,cloud_sync,background_unused
45,1.02,true,1.26,browser,active_needed
12210,0.22,false,0.12,browser,background_unused
26210,0.08,false,0.05,communication,background_unused
6110,0.34,true,0.23,system_utility,idle_likely
15210,0.14,false,0.06,browser,background_unused
140,1.04,true,1.34,communication,active_needed
33210,0.08,false,0.05,browser,background_unused
44210,0.03,false,0.02,communication,background_unused
8310,0.42,true,0.33,browser,idle_likely
18610,0.17,false,0.09,cloud_sync,background_unused
80,1.14,true,1.44,browser,active_needed
12105,0.26,false,0.12,browser,background_unused
27105,0.06,false,0.04,communication,background_unused
6105,0.32,true,0.24,system_utility,idle_likely
15505,0.16,false,0.08,browser,background_unused
180,1.12,true,1.43,communication,active_needed
34105,0.09,false,0.06,browser,background_unused
46105,0.02,false,0.02,communication,background_unused
9105,0.44,true,0.29,browser,idle_likely
18105,0.18,false,0.10,cloud_sync,background_unused
30,1.22,true,1.56,browser,active_needed
11105,0.28,false,0.16,browser,background_unused
25105,0.07,false,0.03,communication,background_unused
6605,0.38,true,0.28,system_utility,idle_likely
14105,0.12,false,0.09,browser,background_unused
105,0.92,true,1.12,communication,active_needed
32105,0.07,false,0.03,browser,background_unused
43105,0.05,false,0.01,communication,background_unused
8505,0.41,true,0.32,browser,idle_likely
19105,0.19,false,0.12,cloud_sync,background_unused
55,1.04,true,1.25,browser,active_needed
12005,0.23,false,0.11,browser,background_unused
26005,0.09,false,0.05,communication,background_unused
6005,0.34,true,0.22,system_utility,idle_likely
15005,0.14,false,0.05,browser,background_unused
125,1.03,true,1.35,communication,active_needed
33005,0.08,false,0.04,browser,background_unused
44005,0.04,false,0.02,communication,background_unused
8205,0.43,true,0.34,browser,idle_likely
18505,0.16,false,0.08,cloud_sync,background_unused
70,1.16,true,1.46,browser,active_needed
12305,0.25,false,0.13,browser,background_unused
27305,0.05,false,0.04,communication,background_unused
6305,0.31,true,0.26,system_utility,idle_likely
15705,0.17,false,0.08,browser,background_unused
215,1.14,true,1.40,communication,active_needed
34305,0.09,false,0.05,browser,background_unused
46305,0.02,false,0.01,communication,background_unused
9005,0.46,true,0.28,browser,idle_likely
18305,0.17,false,0.09,cloud_sync,background_unused
40,1.21,true,1.54,browser,active_needed
11305,0.27,false,0.15,browser,background_unused
25305,0.06,false,0.03,communication,background_unused
6405,0.36,true,0.27,system_utility,idle_likely
14305,0.13,false,0.08,browser,background_unused
115,0.91,true,1.14,communication,active_needed
32305,0.06,false,0.04,browser,background_unused
43305,0.04,false,0.02,communication,background_unused
8605,0.42,true,0.31,browser,idle_likely
19305,0.20,false,0.11,cloud_sync,background_unused
45,1.03,true,1.26,browser,active_needed
12205,0.22,false,0.12,browser,background_unused
26205,0.08,false,0.06,communication,background_unused
6105,0.33,true,0.23,system_utility,idle_likely
15205,0.15,false,0.06,browser,background_unused
145,1.01,true,1.34,communication,active_needed
33205,0.07,false,0.04,browser,background_unused
44205,0.03,false,0.01,communication,background_unused
8305,0.43,true,0.33,browser,idle_likely
18605,0.16,false,0.07,cloud_sync,background_unused
85,1.15,true,1.44,browser,active_needed
12115,0.25,false,0.13,browser,background_unused
27115,0.05,false,0.03,communication,background_unused
6115,0.32,true,0.25,system_utility,idle_likely
15515,0.16,false,0.09,browser,background_unused
185,1.13,true,1.41,communication,active_needed
34115,0.10,false,0.05,browser,background_unused
46115,0.03,false,0.02,communication,background_unused
9115,0.45,true,0.27,browser,idle_likely
18115,0.19,false,0.10,cloud_sync,background_unused
32,1.22,true,1.54,browser,active_needed
11115,0.28,false,0.16,browser,background_unused
25115,0.07,false,0.04,communication,background_unused
6615,0.37,true,0.28,system_utility,idle_likely
14115,0.12,false,0.08,browser,background_unused
102,0.93,true,1.13,communication,active_needed
32115,0.08,false,0.04,browser,background_unused
43115,0.04,false,0.02,communication,background_unused
8515,0.40,true,0.31,browser,idle_likely
19115,0.20,false,0.11,cloud_sync,background_unused
24000,2.80,true,0.05,browser,background_unused
45,0.15,true,1.80,communication,active_needed
7200,1.20,false,0.22,system_utility,idle_likely
120,0.10,true,0.15,browser,active_needed
36000,1.50,true,0.05,communication,background_unused
90,0.85,false,2.50,browser,active_needed
18000,0.05,true,2.10,cloud_sync,background_unused
250,2.10,false,0.30,communication,active_needed
11000,0.12,true,1.40,browser,idle_likely
15,0.20,false,0.10,browser,active_needed
