time_since_last_foreground,sync_freq_ratio,within_typical_active_hours,cpu_pct_relative,app_category,label
9000,1.30,true,0.30,cloud_sync,idle_likely
100,1.18,true,1.75,development_tool,active_needed
230,0.85,true,0.90,browser,active_needed
285,1.05,true,2.05,development_tool,active_needed
12500,0.11,false,0.05,cloud_sync,background_unused
6300,0.80,true,0.19,system_utility,idle_likely
65,1.12,true,1.42,communication,active_needed
100,1.10,true,1.70,development_tool,active_needed
19500,0.06,false,0.05,cloud_sync,background_unused
4100,0.88,true,0.18,browser,idle_likely
45,1.02,true,1.30,development_tool,active_needed
170,1.18,true,1.90,development_tool,active_needed
22000,0.07,false,0.11,browser,background_unused
8700,1.40,true,0.34,cloud_sync,idle_likely
110,1.10,true,1.60,development_tool,active_needed
210,0.92,true,1.10,browser,active_needed
255,1.05,true,2.00,development_tool,active_needed
15500,0.14,false,0.04,cloud_sync,background_unused
11500,0.76,true,0.15,system_utility,idle_likely
50,1.16,true,1.50,communication,active_needed
3800,2.10,true,1.68,cloud_sync,active_needed
17500,0.08,false,0.07,cloud_sync,background_unused
5000,0.86,true,0.22,browser,idle_likely
75,1.06,true,1.55,development_tool,active_needed
120,0.98,true,1.22,development_tool,active_needed
27000,0.03,false,0.03,browser,background_unused
9300,1.25,true,0.29,cloud_sync,idle_likely
120,1.15,true,1.72,development_tool,active_needed
250,0.90,true,1.02,browser,active_needed
275,1.05,true,1.95,development_tool,active_needed
13500,0.10,false,0.06,cloud_sync,background_unused
5800,0.82,true,0.17,system_utility,idle_likely
60,1.12,true,1.38,communication,active_needed
105,1.08,true,1.65,development_tool,active_needed
18500,0.07,false,0.06,cloud_sync,background_unused
4700,0.92,true,0.20,browser,idle_likely
40,1.02,true,1.24,development_tool,active_needed
160,1.22,true,1.92,development_tool,active_needed
24000,0.09,false,0.09,browser,background_unused
8400,1.42,true,0.31,cloud_sync,idle_likely
130,1.12,true,1.58,development_tool,active_needed
205,0.94,true,1.12,browser,active_needed
265,1.04,true,1.92,development_tool,active_needed
14500,0.12,false,0.05,cloud_sync,background_unused
10000,0.78,true,0.18,system_utility,idle_likely
35,1.14,true,1.52,communication,active_needed
3500,2.18,true,1.72,cloud_sync,active_needed
16000,0.10,false,0.08,cloud_sync,background_unused
5400,0.82,true,0.23,browser,idle_likely
90,1.06,true,1.58,development_tool,active_needed
135,0.95,true,1.22,development_tool,active_needed
25500,0.04,false,0.02,browser,background_unused
8800,1.28,true,0.30,cloud_sync,idle_likely
105,1.16,true,1.74,development_tool,active_needed
225,0.84,true,0.92,browser,active_needed
290,1.06,true,2.04,development_tool,active_needed
12000,0.11,false,0.05,cloud_sync,background_unused
6500,0.82,true,0.18,system_utility,idle_likely
70,1.14,true,1.44,communication,active_needed
95,1.08,true,1.68,development_tool,active_needed
19000,0.07,false,0.05,cloud_sync,background_unused
4300,0.89,true,0.19,browser,idle_likely
50,1.02,true,1.28,development_tool,active_needed
165,1.18,true,1.88,development_tool,active_needed
21500,0.08,false,0.10,browser,background_unused
8500,1.38,true,0.32,cloud_sync,idle_likely
115,1.10,true,1.58,development_tool,active_needed
215,0.92,true,1.10,browser,active_needed
250,1.04,true,1.94,development_tool,active_needed
15000,0.13,false,0.04,cloud_sync,background_unused
11000,0.76,true,0.15,system_utility,idle_likely
45,1.14,true,1.48,communication,active_needed
3700,2.05,true,1.64,cloud_sync,active_needed
17000,0.08,false,0.07,cloud_sync,background_unused
4900,0.86,true,0.21,browser,idle_likely
80,1.06,true,1.52,development_tool,active_needed
125,0.98,true,1.20,development_tool,active_needed
26500,0.03,false,0.03,browser,background_unused
9200,1.24,true,0.28,cloud_sync,idle_likely
115,1.14,true,1.68,development_tool,active_needed
245,0.90,true,1.02,browser,active_needed
270,1.04,true,1.90,development_tool,active_needed
13000,0.10,false,0.06,cloud_sync,background_unused
5900,0.82,true,0.17,system_utility,idle_likely
65,1.12,true,1.38,communication,active_needed
100,1.08,true,1.64,development_tool,active_needed
18000,0.07,false,0.06,cloud_sync,background_unused
4600,0.92,true,0.20,browser,idle_likely
42,1.02,true,1.24,development_tool,active_needed
155,1.22,true,1.90,development_tool,active_needed
23500,0.09,false,0.09,browser,background_unused
8200,1.40,true,0.31,cloud_sync,idle_likely
125,1.12,true,1.56,development_tool,active_needed
200,0.94,true,1.10,browser,active_needed
260,1.04,true,1.90,development_tool,active_needed
14000,0.12,false,0.05,cloud_sync,background_unused
10500,0.78,true,0.18,system_utility,idle_likely
32,1.14,true,1.50,communication,active_needed
3300,2.16,true,1.70,cloud_sync,active_needed
16200,0.10,false,0.08,cloud_sync,background_unused
5500,0.82,true,0.23,browser,idle_likely
88,1.06,true,1.56,development_tool,active_needed
132,0.95,true,1.20,development_tool,active_needed
25000,0.04,false,0.02,browser,background_unused
8600,1.26,true,0.29,cloud_sync,idle_likely
102,1.16,true,1.72,development_tool,active_needed
220,0.84,true,0.90,browser,active_needed
285,1.06,true,2.02,development_tool,active_needed
12200,0.11,false,0.05,cloud_sync,background_unused
6400,0.82,true,0.18,system_utility,idle_likely
68,1.14,true,1.42,communication,active_needed
92,1.08,true,1.66,development_tool,active_needed
18800,0.07,false,0.05,cloud_sync,background_unused
4200,0.89,true,0.19,browser,idle_likely
48,1.02,true,1.26,development_tool,active_needed
162,1.18,true,1.86,development_tool,active_needed
21000,0.08,false,0.10,browser,background_unused
8400,1.36,true,0.31,cloud_sync,idle_likely
112,1.10,true,1.56,development_tool,active_needed
212,0.92,true,1.08,browser,active_needed
248,1.04,true,1.92,development_tool,active_needed
14800,0.13,false,0.04,cloud_sync,background_unused
10800,0.76,true,0.14,system_utility,idle_likely
42,1.14,true,1.46,communication,active_needed
3600,2.02,true,1.62,cloud_sync,active_needed
16800,0.08,false,0.07,cloud_sync,background_unused
4800,0.86,true,0.20,browser,idle_likely
78,1.06,true,1.50,development_tool,active_needed
122,0.98,true,1.18,development_tool,active_needed
26000,0.03,false,0.03,browser,background_unused
9000,1.22,true,0.27,cloud_sync,idle_likely
112,1.14,true,1.66,development_tool,active_needed
242,0.90,true,1.00,browser,active_needed
268,1.04,true,1.88,development_tool,active_needed
12800,0.10,false,0.06,cloud_sync,background_unused
5800,0.82,true,0.17,system_utility,idle_likely
62,1.12,true,1.36,communication,active_needed
98,1.08,true,1.62,development_tool,active_needed
17800,0.07,false,0.06,cloud_sync,background_unused
4500,0.92,true,0.20,browser,idle_likely
40,1.02,true,1.22,development_tool,active_needed
152,1.22,true,1.88,development_tool,active_needed
23000,0.09,false,0.09,browser,background_unused
8000,1.38,true,0.30,cloud_sync,idle_likely
122,1.12,true,1.54,development_tool,active_needed
198,0.94,true,1.08,browser,active_needed
258,1.04,true,1.88,development_tool,active_needed
13800,0.12,false,0.05,cloud_sync,background_unused
10200,0.78,true,0.17,system_utility,idle_likely
30,1.14,true,1.48,communication,active_needed
3200,2.14,true,1.68,cloud_sync,active_needed
16000,0.10,false,0.08,cloud_sync,background_unused
5400,0.82,true,0.22,browser,idle_likely
86,1.06,true,1.54,development_tool,active_needed
130,0.95,true,1.18,development_tool,active_needed
24800,0.04,false,0.02,browser,background_unused
8400,1.24,true,0.28,cloud_sync,idle_likely
100,1.16,true,1.70,development_tool,active_needed
218,0.84,true,0.88,browser,active_needed
282,1.06,true,2.00,development_tool,active_needed
12000,0.11,false,0.05,cloud_sync,background_unused
6200,0.82,true,0.17,system_utility,idle_likely
66,1.14,true,1.40,communication,active_needed
90,1.08,true,1.64,development_tool,active_needed
18600,0.07,false,0.05,cloud_sync,background_unused
4100,0.89,true,0.18,browser,idle_likely
46,1.02,true,1.24,development_tool,active_needed
160,1.18,true,1.84,development_tool,active_needed
20800,0.08,false,0.10,browser,background_unused
8200,1.34,true,0.30,cloud_sync,idle_likely
110,1.10,true,1.54,development_tool,active_needed
210,0.92,true,1.08,browser,active_needed
246,1.04,true,1.90,development_tool,active_needed
14600,0.13,false,0.04,cloud_sync,background_unused
10600,0.76,true,0.14,system_utility,idle_likely
40,1.20,true,1.60,communication,active_needed
3500,2.00,true,1.62,cloud_sync,active_needed
16600,0.08,false,0.07,cloud_sync,background_unused
4700,0.86,true,0.20,browser,idle_likely
76,1.06,true,1.48,development_tool,active_needed
120,0.98,true,1.16,development_tool,active_needed
25800,0.03,false,0.03,browser,background_unused
8800,1.20,true,0.26,cloud_sync,idle_likely
110,1.14,true,1.64,development_tool,active_needed
240,0.90,true,0.98,browser,active_needed
266,1.04,true,1.84,development_tool,active_needed
12600,0.10,false,0.06,cloud_sync,background_unused
5600,0.82,true,0.17,system_utility,idle_likely
60,1.12,true,1.34,communication,active_needed
96,1.08,true,1.60,development_tool,active_needed
17600,0.07,false,0.06,cloud_sync,background_unused
4400,0.92,true,0.20,browser,idle_likely
38,1.02,true,1.20,development_tool,active_needed
150,1.22,true,1.84,development_tool,active_needed
22800,0.09,false,0.09,browser,background_unused
7800,1.36,true,0.29,cloud_sync,idle_likely
120,1.12,true,1.50,development_tool,active_needed
196,0.94,true,1.06,browser,active_needed
256,1.04,true,1.84,development_tool,active_needed
13600,0.12,false,0.05,cloud_sync,background_unused
10000,0.78,true,0.17,system_utility,idle_likely
28,1.14,true,1.46,communication,active_needed
3100,2.10,true,1.64,cloud_sync,active_needed
15800,0.10,false,0.08,cloud_sync,background_unused
5300,0.82,true,0.22,browser,idle_likely
84,1.06,true,1.50,development_tool,active_needed
128,0.95,true,1.16,development_tool,active_needed
24600,0.04,false,0.02,browser,background_unused
8200,1.22,true,0.26,cloud_sync,idle_likely
98,1.16,true,1.66,development_tool,active_needed
216,0.84,true,0.86,browser,active_needed
280,1.06,true,1.96,development_tool,active_needed
11800,0.11,false,0.05,cloud_sync,background_unused
6000,0.82,true,0.17,system_utility,idle_likely
64,1.14,true,1.38,communication,active_needed
88,1.08,true,1.60,development_tool,active_needed
18400,0.07,false,0.05,cloud_sync,background_unused
4000,0.89,true,0.18,browser,idle_likely
44,1.02,true,1.22,development_tool,active_needed
158,1.18,true,1.80,development_tool,active_needed
20600,0.08,false,0.10,browser,background_unused
8000,1.30,true,0.29,cloud_sync,idle_likely
108,1.10,true,1.50,development_tool,active_needed
208,0.92,true,1.06,browser,active_needed
244,1.04,true,1.86,development_tool,active_needed
14400,0.13,false,0.04,cloud_sync,background_unused
10400,0.76,true,0.14,system_utility,idle_likely
38,1.20,true,1.56,communication,active_needed
3400,1.98,true,1.58,cloud_sync,active_needed
16400,0.08,false,0.07,cloud_sync,background_unused
4600,0.86,true,0.20,browser,idle_likely
74,1.06,true,1.46,development_tool,active_needed
118,0.98,true,1.14,development_tool,active_needed
25600,0.03,false,0.03,browser,background_unused
8600,1.18,true,0.25,cloud_sync,idle_likely
108,1.14,true,1.60,development_tool,active_needed
238,0.90,true,0.96,browser,active_needed
264,1.04,true,1.80,development_tool,active_needed
12400,0.10,false,0.06,cloud_sync,background_unused
5400,0.82,true,0.17,system_utility,idle_likely
58,1.12,true,1.32,communication,active_needed
94,1.08,true,1.56,development_tool,active_needed
17400,0.07,false,0.06,cloud_sync,background_unused
4300,0.92,true,0.20,browser,idle_likely
36,1.02,true,1.18,development_tool,active_needed
148,1.22,true,1.80,development_tool,active_needed
22600,0.09,false,0.09,browser,background_unused
7600,1.32,true,0.28,cloud_sync,idle_likely
118,1.12,true,1.46,development_tool,active_needed
194,0.94,true,1.04,browser,active_needed
254,1.04,true,1.80,development_tool,active_needed
13400,0.12,false,0.05,cloud_sync,background_unused
9800,0.78,true,0.17,system_utility,idle_likely
26,1.14,true,1.42,communication,active_needed
3000,2.05,true,1.58,cloud_sync,active_needed
15600,0.10,false,0.08,cloud_sync,background_unused
5200,0.82,true,0.22,browser,idle_likely
82,1.06,true,1.46,development_tool,active_needed
126,0.95,true,1.14,development_tool,active_needed
24400,0.04,false,0.02,browser,background_unused
8000,1.18,true,0.25,cloud_sync,idle_likely
96,1.16,true,1.62,development_tool,active_needed
214,0.84,true,0.84,browser,active_needed
278,1.06,true,1.92,development_tool,active_needed
11600,0.11,false,0.05,cloud_sync,background_unused
5800,0.82,true,0.17,system_utility,idle_likely
62,1.14,true,1.36,communication,active_needed
86,1.08,true,1.54,development_tool,active_needed
18200,0.07,false,0.05,cloud_sync,background_unused
3900,0.89,true,0.18,browser,idle_likely
42,1.02,true,1.20,development_tool,active_needed
156,1.18,true,1.76,development_tool,active_needed
20400,0.08,false,0.10,browser,background_unused
7800,1.28,true,0.28,cloud_sync,idle_likely
106,1.10,true,1.46,development_tool,active_needed
206,0.92,true,1.04,browser,active_needed
242,1.04,true,1.82,development_tool,active_needed
14200,0.13,false,0.04,cloud_sync,background_unused
10200,0.76,true,0.14,system_utility,idle_likely
36,1.20,true,1.50,communication,active_needed
3300,1.95,true,1.54,cloud_sync,active_needed
16200,0.08,false,0.07,cloud_sync,background_unused
4500,0.86,true,0.20,browser,idle_likely
72,1.06,true,1.42,development_tool,active_needed
116,0.98,true,1.10,development_tool,active_needed
25400,0.03,false,0.03,browser,background_unused
8400,1.14,true,0.24,cloud_sync,idle_likely
106,1.14,true,1.56,development_tool,active_needed
236,0.90,true,0.94,browser,active_needed
262,1.04,true,1.76,development_tool,active_needed
12200,0.10,false,0.06,cloud_sync,background_unused
5200,0.82,true,0.17,system_utility,idle_likely
56,1.12,true,1.28,communication,active_needed
92,1.08,true,1.50,development_tool,active_needed
17200,0.07,false,0.06,cloud_sync,background_unused
4200,0.92,true,0.20,browser,idle_likely
34,1.02,true,1.16,development_tool,active_needed
146,1.22,true,1.76,development_tool,active_needed
22400,0.09,false,0.09,browser,background_unused
7400,1.28,true,0.27,cloud_sync,idle_likely
116,1.12,true,1.42,development_tool,active_needed
192,0.94,true,1.02,browser,active_needed
252,1.04,true,1.76,development_tool,active_needed
13200,0.12,false,0.05,cloud_sync,background_unused
9600,0.78,true,0.17,system_utility,idle_likely
24,1.14,true,1.38,communication,active_needed
2900,1.98,true,1.50,cloud_sync,active_needed
15400,0.10,false,0.08,cloud_sync,background_unused
5100,0.82,true,0.22,browser,idle_likely
80,1.06,true,1.42,development_tool,active_needed
124,0.95,true,1.10,development_tool,active_needed
24200,0.04,false,0.02,browser,background_unused
7800,1.18,true,0.24,cloud_sync,idle_likely
94,1.16,true,1.58,development_tool,active_needed
212,0.84,true,0.82,browser,active_needed
276,1.06,true,1.86,development_tool,active_needed
11400,0.11,false,0.05,cloud_sync,background_unused
5600,0.82,true,0.17,system_utility,idle_likely
25,0.10,false,2.80,development_tool,active_needed
3600,2.90,true,0.10,cloud_sync,background_unused
120,1.15,false,0.20,development_tool,active_needed
7200,0.05,true,1.50,system_utility,idle_likely
45,2.10,true,0.05,cloud_sync,active_needed
18000,1.00,true,1.20,browser,idle_likely
250,0.15,true,0.30,development_tool,active_needed
14400,2.80,false,0.15,cloud_sync,background_unused
90,0.95,true,0.40,communication,active_needed
5400,0.20,true,2.50,development_tool,idle_likely
